fold,train_size,test_size,rf_pearson,rf_spearman,rf_rmse,rf_mae
1,12,3,-0.028566444177226348,0.4999999999999999,1.130715211102455,0.9786012172698975
2,12,3,-0.5202961505831204,-0.4999999999999999,0.9057483271099818,0.8968427777290344
3,12,3,0.9946643241766209,0.9999999999999998,0.2025452832670966,0.19774635136127472
4,12,3,0.9999787339208214,0.8660254037844387,0.378924851108438,0.31047120690345764
5,12,3,0.4592825292907014,0.0,1.0139686576318165,0.9166736602783203
