fold,train_size,test_size,rf_pearson,rf_spearman,rf_rmse,rf_mae
1,12,4,0.8160981256838249,0.3999999999999999,0.8307068003610215,0.7900891304016113
2,12,3,-0.6145022613734227,-0.9999999999999998,1.3779062854447688,1.0947258472442627
3,12,3,0.8839932326283211,0.4999999999999999,0.6291900373585607,0.5650897026062012
4,12,3,0.9782090034658792,0.9999999999999998,0.6549984714621261,0.6005350947380066
5,12,3,0.9512008051776639,0.8660254037844387,1.4073683636159307,1.2247123718261719
