fold,test_idx,support_idx,val_idx,chosen_ckpt,val_mse,test_pearson,test_spearman,test_rmse,test_mae
1,"[1, 3, 5]","[6, 7, 9, 0, 14, 4, 2, 12, 11]","[13, 8, 10]",best_episode390.pt,0.2753163278102875,-0.9525203222590491,-0.9999999999999998,0.41089122859818966,0.33251824975013733
2,"[0, 4, 6]","[7, 14, 3, 9, 13, 8, 2, 12, 11]","[5, 10, 1]",best_episode460.pt,0.2443939447402954,0.38123594678623157,0.4999999999999999,0.9400369016018951,0.8633317351341248
3,"[2, 10, 11]","[1, 0, 12, 3, 4, 14, 13, 7, 9]","[5, 6, 8]",best_episode390.pt,0.5759690403938293,0.7701722366053412,0.4999999999999999,0.5829920678752365,0.5059176087379456
4,"[8, 9, 14]","[1, 2, 11, 4, 7, 13, 3, 12, 5]","[10, 6, 0]",best_episode250.pt,0.5575771331787109,0.4117956484994895,0.4999999999999999,1.2734416657362126,1.1761976480484009
5,"[7, 12, 13]","[0, 8, 5, 10, 11, 4, 14, 2, 1]","[6, 9, 3]",best_episode570.pt,0.6122153997421265,-0.6694834275706958,-0.4999999999999999,0.6929848747570718,0.6053645610809326
