fold,train_size,test_size,rf_pearson,rf_spearman,rf_rmse,rf_mae
1,12,3,-0.56492341954252,-0.4999999999999999,0.31020800977775004,0.23054306209087372
2,12,3,-0.41071157790445895,-0.4999999999999999,0.9843959200619128,0.7887288928031921
3,12,3,-0.5061188223314966,-0.4999999999999999,1.0204560043106727,0.7792894840240479
4,12,3,-0.7562964211448409,-0.4999999999999999,1.9364786840241257,1.9192161560058594
5,12,3,0.09676414413975719,0.4999999999999999,0.7010592101813073,0.6110040545463562
