fold,train_size,test_size,rf_pearson,rf_spearman,rf_rmse,rf_mae
1,12,3,-0.856759066552151,-0.4999999999999999,1.0526844925819636,0.9820087552070618
2,12,3,0.2765850528664225,-0.4999999999999999,1.0057230736686038,0.8568487763404846
3,12,3,-0.9001082265721275,-0.9999999999999998,1.0024635843907148,0.8679879307746887
4,12,3,0.6839789123225882,0.4999999999999999,1.5912215427631964,1.3162832260131836
5,12,3,-0.9962004473434166,-0.9999999999999998,0.6601049640304166,0.6005709171295166
