step,global_index,pred,true,support_size,pool_size,pool_rmse,pool_r2
96,164,,2.3867034912109375,107,1073,,
97,656,,0.32082146406173706,108,1072,,
98,554,,4.181623935699463,109,1071,,
99,1141,,-0.20372942090034485,110,1070,,
100,522,,0.37610214948654175,111,1069,,
101,267,,2.7368712425231934,112,1068,,
102,568,,-0.040025416761636734,113,1067,,
103,1057,,-0.919341504573822,114,1066,,
104,291,,0.1950611174106598,115,1065,,
105,385,,-0.196283757686615,116,1064,,
106,781,,0.3039798438549042,117,1063,,
107,394,,-0.14029830694198608,118,1062,,
108,3,,2.6524441242218018,119,1061,,
109,844,,-0.5382428765296936,120,1060,,
110,778,,-1.1546759605407715,121,1059,,
111,887,,-0.5027861595153809,122,1058,,
112,1017,,-0.6825155019760132,123,1057,,
113,1140,,-0.4297883212566376,124,1056,,
114,49,,0.2451830953359604,125,1055,,
115,1121,,-0.634890079498291,126,1054,,
116,889,,-0.3271491229534149,127,1053,,
117,1092,,-0.2688102126121521,128,1052,,
118,422,,-0.44234225153923035,129,1051,,
119,754,,-1.2012953758239746,130,1050,,
120,1138,,-0.5423652529716492,131,1049,,
121,474,,-0.9593926668167114,132,1048,,
122,1112,,-0.27777397632598877,133,1047,,
123,162,,-0.44032442569732666,134,1046,,
124,323,,-0.47075939178466797,135,1045,,
125,460,,-1.2771475315093994,136,1044,,
126,1125,,-0.1777591109275818,137,1043,,
127,373,,1.3377913236618042,138,1042,,
128,767,,0.17639471590518951,139,1041,,
129,723,,3.251894474029541,140,1040,,
130,237,,-0.05665278807282448,141,1039,,
131,662,,-0.29057577252388,142,1038,,
132,651,,-0.34196868538856506,143,1037,,
133,126,,-0.49234092235565186,144,1036,,
134,322,,-1.2771475315093994,145,1035,,
135,574,,-0.14158102869987488,146,1034,,
136,811,,-0.4120277166366577,147,1033,,
137,982,,-0.018074849620461464,148,1032,,
138,759,,0.45224833488464355,149,1031,,
139,780,,4.221889495849609,150,1030,,
140,186,,0.19713199138641357,151,1029,,
141,70,,-0.3854179382324219,152,1028,,
142,1078,,-0.3231469392776489,153,1027,,
143,99,,-0.18863222002983093,154,1026,,
144,1164,,-0.24145495891571045,155,1025,,
145,196,,-0.5087120532989502,156,1024,,
146,558,,-0.30902794003486633,157,1023,,
147,967,,0.09444229304790497,158,1022,,
148,438,,0.7907559275627136,159,1021,,
149,1165,,-0.2469182014465332,160,1020,,
