step,global_index,task_key,task_local_idx,pred,true,support_size,pool_size,pool_rmse,pool_r2
67,45,task_00,45,1.0664269924163818,-0.29478514194488525,78,1102,0.9291808009147644,-0.15163030609956962
68,538,task_03,16,1.014388084411621,-0.15891686081886292,79,1101,0.9268003106117249,-0.14470421341096995
69,580,task_03,58,0.9903815984725952,-1.2771475315093994,80,1100,0.9235398173332214,-0.1375796306555508
70,781,task_04,85,0.9695377349853516,0.3039798438549042,81,1099,0.9163036346435547,-0.11901286044375259
71,850,task_04,154,0.957054078578949,2.489068031311035,82,1098,0.9184062480926514,-0.13225617495603048
72,1094,task_06,50,1.0040006637573242,0.2857329845428467,83,1097,0.9190165400505066,-0.13292443702498313
73,478,task_02,130,1.001876711845398,0.9535737633705139,84,1096,0.9201098680496216,-0.13610170026050117
74,993,task_05,123,0.9831938147544861,2.470237970352173,85,1095,0.9226727485656738,-0.1506494617972356
75,962,task_05,92,1.055894374847412,3.3457677364349365,86,1094,0.9267702698707581,-0.17703372182298116
76,689,task_03,167,1.1250414848327637,2.1038551330566406,87,1093,0.9289376735687256,-0.18868183451732157
77,230,task_01,56,1.0923367738723755,3.2624497413635254,88,1092,0.9316818118095398,-0.21189232061720853
78,718,task_04,22,1.1553606986999512,3.499412775039673,89,1091,0.9366591572761536,-0.24440628526175634
79,372,task_02,24,1.0952163934707642,-0.014827247709035873,90,1090,0.9320122599601746,-0.23097311095570427
80,234,task_01,60,1.0451655387878418,0.28442129492759705,91,1089,0.9370766878128052,-0.24349149735978814
81,95,task_00,95,1.0768940448760986,0.8800801634788513,92,1088,0.9313636422157288,-0.2288011420555569
82,476,task_02,128,1.1090353727340698,2.4375503063201904,93,1087,0.9400926828384399,-0.2614313665193373
83,22,task_00,22,1.096195936203003,1.2324943542480469,94,1086,0.93690425157547,-0.2547035319609132
84,1172,task_06,128,1.0836302042007446,0.6946204304695129,95,1085,0.936193585395813,-0.2527156871132221
85,273,task_01,99,1.0563957691192627,0.35736992955207825,96,1084,0.9386078715324402,-0.2583883427821949
86,767,task_04,71,1.049737811088562,0.17639471590518951,97,1083,0.9343867897987366,-0.2460809709070224
87,232,task_01,58,1.0465730428695679,0.8326491713523865,98,1082,0.9325117468833923,-0.24139851526011302
88,721,task_04,25,1.0347557067871094,0.21510356664657593,99,1081,0.937686562538147,-0.254232106210998
89,596,task_03,74,1.0526865720748901,-0.5552734732627869,100,1080,0.9248829483985901,-0.2194010276627556
90,503,task_02,155,0.9775295257568359,-0.32977649569511414,101,1079,0.9258798956871033,-0.2209758708713112
91,780,task_04,84,0.9717562794685364,4.221889495849609,102,1078,0.9343803524971008,-0.2739615354364797
92,852,task_04,156,1.1592373847961426,3.6109838485717773,103,1077,0.9360604882240295,-0.30186235961868024
93,722,task_04,26,1.3198167085647583,4.232203006744385,104,1076,0.9443317651748657,-0.3592864566310958
94,312,task_01,138,1.4408044815063477,3.99038028717041,105,1075,0.9509677290916443,-0.41103816316460406
95,1095,task_06,51,1.487636685371399,4.135997295379639,106,1074,0.9514514803886414,-0.449435151472799
96,821,task_04,125,1.3303302526474,0.8728431463241577,107,1073,0.9531571865081787,-0.4554724573014106
97,1173,task_06,129,1.30078125,1.2704355716705322,108,1072,0.9598735570907593,-0.479030126439282
98,548,task_03,26,1.4068381786346436,2.5300064086914062,109,1071,0.9618205428123474,-0.49959814752475507
99,403,task_02,55,1.4138528108596802,1.524343490600586,110,1070,0.9622778296470642,-0.5059128985030503
